Customer Group,Set Source Warehouse,SO Item,Category,DELIVERY Note NO,DELIVERY Note DATE,DELIVERY Note ITEM,DELIVERY Note QTY,DN Total CBM,Transporter,PLACE Of SUPPLY
Amazon,HR11 - LORPL,LLITS01,Home Improvements,DN-25-26-83280,06-09-25,LLITS01,1155,34.189155,SKY SUPPLY CHAIN SOLUTION PVT LTD,Gurgaon_Haryana
Store3-Zirakpur,HR11 - LORPL,LLM477,Health Care Devices,DN-25-26-83183,06-09-25,LLM477,1,0.067,S R ENTERPRISES,BALTALA_Punjab
BlinkIT,HR11 - LORPL,EDTC08,Edel,DN-25-26-83674,08-09-25,EDTC08,22,0.00231,DTDC EXPRESS LIMITED,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,EDTC05,Edel,DN-25-26-83674,08-09-25,EDTC05,64,0.006272,DTDC EXPRESS LIMITED,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,EDTC04,Edel,DN-25-26-83674,08-09-25,EDTC04,156,0.015288,DTDC EXPRESS LIMITED,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,EDSP01,Edel,DN-25-26-83674,08-09-25,EDSP01,800,0.0784,DTDC EXPRESS LIMITED,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,EDMT05,Edel,DN-25-26-83674,08-09-25,EDMT05,38,0.011704,DTDC EXPRESS LIMITED,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,EDMS05,Edel,DN-25-26-83674,08-09-25,EDMS05,72,0.0044928,DTDC EXPRESS LIMITED,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,EDMS04,Edel,DN-25-26-83674,08-09-25,EDMS04,100,0.00663,DTDC EXPRESS LIMITED,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,EDMS02,Edel,DN-25-26-83674,08-09-25,EDMS02,126,0.061047,DTDC EXPRESS LIMITED,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,EDMS01,Edel,DN-25-26-83674,08-09-25,EDMS01,72,0.034884,DTDC EXPRESS LIMITED,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,EDHBPC01,Edel,,,,,,,
BlinkIT,HR11 - LORPL,EDCC11,Edel,DN-25-26-83674,08-09-25,EDCC11,12,0.005832,DTDC EXPRESS LIMITED,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,EDCC09,Edel,DN-25-26-83674,08-09-25,EDCC09,3,9.00E-05,DTDC EXPRESS LIMITED,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,EDCC07,Edel,,,,,,,
BlinkIT,HR11 - LORPL,LLPBVA10,Electronics,,,,,,,
BlinkIT,HR11 - LORPL,LLPBBWD10,Electronics,DN-25-26-84455,10-09-25,LLPBBWD10,36,0.0094392,DTDC EXPRESS LIMITED,Coimbatore_Tamil Nadu
BlinkIT,HR11 - LORPL,LLLGTS001,Lawn and Garden,DN-25-26-84455,10-09-25,LLLGTS001,1,0.00196075,DTDC EXPRESS LIMITED,Coimbatore_Tamil Nadu
BlinkIT,HR11 - LORPL,LLLGSC001,Lawn and Garden,DN-25-26-84455,10-09-25,LLLGSC001,9,0.00891,DTDC EXPRESS LIMITED,Coimbatore_Tamil Nadu
BlinkIT,HR11 - LORPL,LLEWH18,Emerging Innovations,DN-25-26-84455,10-09-25,LLEWH18,81,0.2694384,DTDC EXPRESS LIMITED,Coimbatore_Tamil Nadu
BlinkIT,HR11 - LORPL,EDTC08,Edel,DN-25-26-84275,10-09-25,EDTC08,8,0.00084,DTDC EXPRESS LIMITED,Bhubaneswar_Odisha
BlinkIT,HR11 - LORPL,EDTC06,Edel,DN-25-26-84275,10-09-25,EDTC06,16,0.00168,DTDC EXPRESS LIMITED,Bhubaneswar_Odisha
BlinkIT,HR11 - LORPL,LLHICDR04,Home Improvements,DN-25-26-83682,08-09-25,LLHICDR04,43,2.030589,DTDC EXPRESS LIMITED,Chicalim_Goa
BlinkIT,HR11 - LORPL,LLHICDR04,Home Improvements,DN-25-26-83778,08-09-25,LLHICDR04,33,1.558359,DTDC EXPRESS LIMITED,Surat_Gujarat
BlinkIT,HR11 - LORPL,LLGS12,Kitchen & Dining,DN-25-26-84252,09-09-25,LLGS12,8,0.2478,DTDC EXPRESS LIMITED,Azara_Assam
BlinkIT,HR11 - LORPL,LLGS12,Kitchen & Dining,DN-25-26-83852,08-09-25,LLGS12,16,0.4956,DTDC EXPRESS LIMITED,Ranchi_Jharkhand
BlinkIT,HR11 - LORPL,LLGS12,Kitchen & Dining,DN-25-26-83775,08-09-25,LLGS12,22,0.68145,DTDC EXPRESS LIMITED,Surat_Gujarat
BlinkIT,HR11 - LORPL,LLPST02,Home Improvements,DN-25-26-84077,09-09-25,LLPST02,42,0.56364,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLPS04,Home Improvements,DN-25-26-84077,09-09-25,LLPS04,8,0.10736,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLMS02,Home Improvements,DN-25-26-84077,09-09-25,LLMS02,4,0.025956,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLKAFB06,Home Improvements,DN-25-26-84077,09-09-25,LLKAFB06,8,0.00768,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLKAFB05,Home Improvements,DN-25-26-84077,09-09-25,LLKAFB05,1,0.020088,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLHIXG01,Home Improvements,DN-25-26-84077,09-09-25,LLHIXG01,4,0.003825,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLHISIP01,Home Improvements,DN-25-26-84077,09-09-25,LLHISIP01,32,0.088704,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLHIOS04,Home Improvements,DN-25-26-84077,09-09-25,LLHIOS04,4,0.005474,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLHIOS03,Home Improvements,DN-25-26-84077,09-09-25,LLHIOS03,4,0.0053788,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLHIHP01,Home Improvements,DN-25-26-84077,09-09-25,LLHIHP01,2,0.02025,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLHICB01,Home Improvements,DN-25-26-84077,09-09-25,LLHICB01,2,0.0246906,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLHIAV02,Home Improvements,DN-25-26-84077,09-09-25,LLHIAV02,4,0.0037125,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLHIAP04,Home Improvements,DN-25-26-84077,09-09-25,LLHIAP04,14,0.286209,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLHARS01,Home Improvements,DN-25-26-84077,09-09-25,LLHARS01,5,0.138,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLDPS141,Home Improvements,DN-25-26-84077,09-09-25,LLDPS141,13,0.17875,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLDPS137,Home Improvements,DN-25-26-84077,09-09-25,LLDPS137,5,0.02536253,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLDPS130,Home Improvements,DN-25-26-84077,09-09-25,LLDPS130,4,0.13552,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLCDL01,Home Improvements,DN-25-26-84077,09-09-25,LLCDL01,5,0.054,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLCCPVA01,Home Improvements,DN-25-26-84077,09-09-25,LLCCPVA01,2,0.040768,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLBS01,Home Improvements,DN-25-26-84077,09-09-25,LLBS01,40,0.13608,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLBAHF09,Home Improvements,DN-25-26-84077,09-09-25,LLBAHF09,40,0.0748,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLYM92,Sports & Fitness,DN-25-26-84101,09-09-25,LLYM92,60,0.52704,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLYM223,Sports & Fitness,DN-25-26-84101,09-09-25,LLYM223,60,0.62868,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLSCTB01,Sports & Fitness,DN-25-26-84101,09-09-25,LLSCTB01,6,0.00588,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLPVCHD03,Sports & Fitness,DN-25-26-84101,09-09-25,LLPVCHD03,22,0.16698,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLPVCHD01,Sports & Fitness,DN-25-26-84101,09-09-25,LLPVCHD01,22,0.0647955,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLNDR02,Sports & Fitness,DN-25-26-84101,09-09-25,LLNDR02,2,0.006804,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLNDR01,Sports & Fitness,DN-25-26-84101,09-09-25,LLNDR01,2,0.003185,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLKS06,Sports & Fitness,DN-25-26-84101,09-09-25,LLKS06,12,0.26208,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLKS01,Sports & Fitness,DN-25-26-84101,09-09-25,LLKS01,4,0.080028,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLFAHGC01,Sports & Fitness,DN-25-26-84101,09-09-25,LLFAHGC01,36,0.0165375,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLAW04,Sports & Fitness,,,,,,,
BlinkIT,HR11 - LORPL,LLAW02,Sports & Fitness,DN-25-26-84101,09-09-25,LLAW02,5,0.012,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLIMR02,Seasonal,,,,,,,
BlinkIT,HR11 - LORPL,LLEK60,SHA,DN-25-26-83873,08-09-25,LLEK60,50,0.399,DTDC EXPRESS LIMITED,Ranchi_Jharkhand
BlinkIT,HR11 - LORPL,LLIMR02,Seasonal,DN-25-26-84110,09-09-25,LLIMR02,61,0.09853025,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLEK60,SHA,DN-25-26-84110,09-09-25,LLEK60,69,0.55062,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLMG93,SHA,DN-25-26-83874,08-09-25,LLMG93,24,0.41454,DTDC EXPRESS LIMITED,Ranchi_Jharkhand
BlinkIT,HR11 - LORPL,LLSM120G,Premium SHA,DN-25-26-83833-1,08-09-25,LLSM120G,4,0.0264,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLQBG01,Kitchen & Dining,,,,,,,
BlinkIT,HR11 - LORPL,LLOT09,Premium SHA,DN-25-26-83833-1,08-09-25,LLOT09,8,0.212544,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLMG23,SHA,DN-25-26-83833-1,08-09-25,LLMG23,30,0.52164,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLEB05,SHA,,,,,,,
BlinkIT,HR11 - LORPL,LLBTK02,Kitchen & Dining,DN-25-26-83833-1,08-09-25,LLBTK02,1,0.003696,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLBT03,Kitchen & Dining,DN-25-26-83833-1,08-09-25,LLBT03,14,0.007168,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLBT02,Kitchen & Dining,,,,,,,
BlinkIT,HR11 - LORPL,LLBLB03,Kitchen & Dining,DN-25-26-83833-1,08-09-25,LLBLB03,8,0.020608,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLEEB09,Emerging Innovations,DN-25-26-84140,09-09-25,LLEEB09,13,0.043413175,DTDC EXPRESS LIMITED,Visakhapatnam_Andhra Pradesh
BlinkIT,HR11 - LORPL,LLIMR02,Seasonal,DN-25-26-84141,09-09-25,LLIMR02,88,0.142142,DTDC EXPRESS LIMITED,Visakhapatnam_Andhra Pradesh
BlinkIT,HR11 - LORPL,LLYM92,Sports & Fitness,DN-25-26-84553,10-09-25,LLYM92,54,0.474336,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,LLYM605,Sports & Fitness,DN-25-26-84553,10-09-25,LLYM605,18,0.215208,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,LLYM223,Sports & Fitness,DN-25-26-84553,10-09-25,LLYM223,80,0.83824,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,LLSCBP03,Sports & Fitness,DN-25-26-84553,10-09-25,LLSCBP03,8,0.0474,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,LLSCAG01,Sports & Fitness,DN-25-26-84553,10-09-25,LLSCAG01,2,0.00336,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,LLSCABG04,Sports & Fitness,DN-25-26-84553,10-09-25,LLSCABG04,36,0.001215,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,LLPVCHD03,Sports & Fitness,DN-25-26-84553,10-09-25,LLPVCHD03,102,0.77418,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,LLNDR02,Sports & Fitness,DN-25-26-84553,10-09-25,LLNDR02,4,0.013608,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,LLNDR01,Sports & Fitness,DN-25-26-84553,10-09-25,LLNDR01,8,0.01274,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,LLKS06,Sports & Fitness,DN-25-26-84553,10-09-25,LLKS06,18,0.39312,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,LLFGG03,Sports & Fitness,,,,,,,
BlinkIT,HR11 - LORPL,LLFAWS02,Sports & Fitness,,,,,,,
BlinkIT,HR11 - LORPL,LLFAHGC01,Sports & Fitness,DN-25-26-84553,10-09-25,LLFAHGC01,32,0.0147,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,LLPSW02,Home Improvements,DN-25-26-84544,10-09-25,LLPSW02,10,0.3672,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,LLPST02,Home Improvements,DN-25-26-84544,10-09-25,LLPST02,2,0.02684,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,LLPS04,Home Improvements,DN-25-26-84544,10-09-25,LLPS04,9,0.12078,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,LLMS02,Home Improvements,,,,,,,
BlinkIT,HR11 - LORPL,LLKAFB05,Home Improvements,,,,,,,
BlinkIT,HR11 - LORPL,LLHIOS03,Home Improvements,DN-25-26-84544,10-09-25,LLHIOS03,4,0.0053788,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,LLHIIB04,Home Improvements,DN-25-26-84544,10-09-25,LLHIIB04,2,0.07008,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,LLHIHP01,Home Improvements,DN-25-26-84544,10-09-25,LLHIHP01,1,0.010125,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,LLHIHFX01,Home Improvements,DN-25-26-84544,10-09-25,LLHIHFX01,4,0.006336,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,LLHIAP04,Home Improvements,DN-25-26-84544,10-09-25,LLHIAP04,2,0.040887,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,LLHAVB01,Home Improvements,DN-25-26-84544,10-09-25,LLHAVB01,1,0.07105,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,LLDPS137,Home Improvements,DN-25-26-84544,10-09-25,LLDPS137,1,0.005072506,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,LLCMTM101,Home Improvements,DN-25-26-84544,10-09-25,LLCMTM101,12,0.1452,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,LLCMML108,Home Improvements,DN-25-26-84544,10-09-25,LLCMML108,12,1.07094528,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,LLCDL01,Home Improvements,DN-25-26-84544,10-09-25,LLCDL01,9,0.0972,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,LLCCPVA01,Home Improvements,,,,,,,
BlinkIT,HR11 - LORPL,LLBAHF09,Home Improvements,DN-25-26-84544,10-09-25,LLBAHF09,40,0.0748,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,LLPCB03,Litt,,,,,,,
BlinkIT,HR11 - LORPL,LLPCB02,Litt,,,,,,,
BlinkIT,HR11 - LORPL,LLICB01,Kitchen & Dining,,,,,,,
BlinkIT,HR11 - LORPL,EDTC08,Edel,DN-25-26-84534,10-09-25,EDTC08,14,0.00147,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,EDTC05,Edel,DN-25-26-84534,10-09-25,EDTC05,32,0.003136,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,EDSP01,Edel,DN-25-26-84534,10-09-25,EDSP01,200,0.0196,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,EDSC33,Edel,DN-25-26-84534,10-09-25,EDSC33,24,0.004278,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,EDSC32,Edel,DN-25-26-84534,10-09-25,EDSC32,12,0.002139,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,EDSC23,Edel,DN-25-26-84534,10-09-25,EDSC23,24,0.004278,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,EDSC21,Edel,DN-25-26-84534,10-09-25,EDSC21,24,0.004278,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,EDMS05,Edel,DN-25-26-84534,10-09-25,EDMS05,48,0.0029952,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,EDMS04,Edel,DN-25-26-84534,10-09-25,EDMS04,39,0.0025857,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,EDMS02,Edel,DN-25-26-84534,10-09-25,EDMS02,12,0.005814,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,EDMS01,Edel,DN-25-26-84534,10-09-25,EDMS01,12,0.005814,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,EDFS01,Edel,DN-25-26-84534,10-09-25,EDFS01,32,0.00132,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,EDCC11,Edel,DN-25-26-84534,10-09-25,EDCC11,24,0.011664,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,EDCC09,Edel,,,,,,,
BlinkIT,HR11 - LORPL,EDCC08,Edel,,,,,,,
BlinkIT,HR11 - LORPL,EDCC07,Edel,,,,,,,
BlinkIT,HR11 - LORPL,EDCC04,Edel,,,,,,,
BlinkIT,HR11 - LORPL,EDCC03,Edel,DN-25-26-84534,10-09-25,EDCC03,50,0.0253125,DTDC EXPRESS LIMITED,Patna_Bihar
BlinkIT,HR11 - LORPL,LLBAHF09,Home Improvements,DN-25-26-83624,08-09-25,LLBAHF09,80,0.1496,DTDC EXPRESS LIMITED,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLPBVA20,Electronics,DN-25-26-83626,08-09-25,LLPBVA20,40,0.01197504,DTDC EXPRESS LIMITED,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLPBVA10,Electronics,DN-25-26-83626,08-09-25,LLPBVA10,120,0.03592512,DTDC EXPRESS LIMITED,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLEWH18,Emerging Innovations,DN-25-26-83626,08-09-25,LLEWH18,108,0.3592512,DTDC EXPRESS LIMITED,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLGS12,Kitchen & Dining,DN-25-26-83970,09-09-25,LLGS12,6,0.18585,DTDC EXPRESS LIMITED,Rajpura_Punjab
BlinkIT,HR11 - LORPL,LLEEB09,Emerging Innovations,DN-25-26-84263,09-09-25,LLEEB09,19,0.063450025,DTDC EXPRESS LIMITED,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLYM223,Sports & Fitness,DN-25-26-84433,10-09-25,LLYM223,80,0.83824,DTDC EXPRESS LIMITED,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLVK03,Sports & Fitness,,,,,,,
BlinkIT,HR11 - LORPL,LLFGG03,Sports & Fitness,,,,,,,
BlinkIT,HR11 - LORPL,LLFAHGC01,Sports & Fitness,,,,,,,
BlinkIT,HR11 - LORPL,LLAR01,Sports & Fitness,DN-25-26-84433,10-09-25,LLAR01,40,0.1008,DTDC EXPRESS LIMITED,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLMG23,SHA,DN-25-26-83629,08-09-25,LLMG23,36,0.625968,DTDC EXPRESS LIMITED,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLEB05,SHA,DN-25-26-83629,08-09-25,LLEB05,24,0.091392,DTDC EXPRESS LIMITED,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLIMR02,Seasonal,DN-25-26-84276,10-09-25,LLIMR02,300,0.484575,DTDC EXPRESS LIMITED,Mumbai_Maharashtra
BlinkIT,HR11 - LORPL,LLMG93,SHA,DN-25-26-84251,09-09-25,LLMG93,42,0.725445,DTDC EXPRESS LIMITED,Azara_Assam
BlinkIT,HR11 - LORPL,LLEEB09,Emerging Innovations,DN-25-26-84139,09-09-25,LLEEB09,20,0.0667895,DTDC EXPRESS LIMITED,Visakhapatnam_Andhra Pradesh
BlinkIT,HR11 - LORPL,LLEEB09,Emerging Innovations,DN-25-26-84267,09-09-25,LLEEB09,29,0.096844775,DTDC EXPRESS LIMITED,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLEEB09,Emerging Innovations,DN-25-26-84066,09-09-25,LLEEB09,11,0.036734225,DTDC EXPRESS LIMITED,Bhopal_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLIMR02,Seasonal,,,,,,,
BlinkIT,HR11 - LORPL,LLEK60,SHA,DN-25-26-83688,08-09-25,LLEK60,23,0.18354,DTDC EXPRESS LIMITED,Chicalim_Goa
BlinkIT,HR11 - LORPL,LLEEB09,Emerging Innovations,DN-25-26-84264,09-09-25,LLEEB09,26,0.08682635,DTDC EXPRESS LIMITED,Ranchi_Jharkhand
BlinkIT,HR11 - LORPL,LLMG93,SHA,DN-25-26-83855,08-09-25,LLMG93,35,0.6045375,DTDC EXPRESS LIMITED,Ranchi_Jharkhand
BlinkIT,HR11 - LORPL,EDTC08,Edel,DN-25-26-84307,10-09-25,EDTC08,37,0.003885,DTDC EXPRESS LIMITED,Kolkata_West Bengal
BlinkIT,HR11 - LORPL,EDTC06,Edel,DN-25-26-84307,10-09-25,EDTC06,71,0.007455,DTDC EXPRESS LIMITED,Kolkata_West Bengal
BlinkIT,HR11 - LORPL,EDTC04,Edel,DN-25-26-84307,10-09-25,EDTC04,104,0.010192,DTDC EXPRESS LIMITED,Kolkata_West Bengal
BlinkIT,HR11 - LORPL,EDSSPP08,Edel,DN-25-26-84307,10-09-25,EDSSPP08,400,0.0033,DTDC EXPRESS LIMITED,Kolkata_West Bengal
BlinkIT,HR11 - LORPL,EDMT05,Edel,DN-25-26-84307,10-09-25,EDMT05,76,0.023408,DTDC EXPRESS LIMITED,Kolkata_West Bengal
BlinkIT,HR11 - LORPL,EDMS05,Edel,DN-25-26-84307,10-09-25,EDMS05,84,0.0052416,DTDC EXPRESS LIMITED,Kolkata_West Bengal
BlinkIT,HR11 - LORPL,EDMS04,Edel,DN-25-26-84307,10-09-25,EDMS04,70,0.004641,DTDC EXPRESS LIMITED,Kolkata_West Bengal
BlinkIT,HR11 - LORPL,EDMS02,Edel,DN-25-26-84307,10-09-25,EDMS02,46,0.022287,DTDC EXPRESS LIMITED,Kolkata_West Bengal
BlinkIT,HR11 - LORPL,EDMS01,Edel,DN-25-26-84307,10-09-25,EDMS01,36,0.017442,DTDC EXPRESS LIMITED,Kolkata_West Bengal
BlinkIT,HR11 - LORPL,EDCC09,Edel,DN-25-26-84307,10-09-25,EDCC09,40,0.0012,DTDC EXPRESS LIMITED,Kolkata_West Bengal
BlinkIT,HR11 - LORPL,EDBP06,Edel,DN-25-26-84307,10-09-25,EDBP06,120,0.01176,DTDC EXPRESS LIMITED,Kolkata_West Bengal
BlinkIT,HR11 - LORPL,EDTC08,Edel,DN-25-26-83690,08-09-25,EDTC08,2,0.00021,DTDC EXPRESS LIMITED,Chicalim_Goa
BlinkIT,HR11 - LORPL,EDMS05,Edel,DN-25-26-83690,08-09-25,EDMS05,12,0.0007488,DTDC EXPRESS LIMITED,Chicalim_Goa
BlinkIT,HR11 - LORPL,EDMS04,Edel,DN-25-26-83690,08-09-25,EDMS04,16,0.0010608,DTDC EXPRESS LIMITED,Chicalim_Goa
BlinkIT,HR11 - LORPL,EDMS02,Edel,DN-25-26-83690,08-09-25,EDMS02,7,0.0033915,DTDC EXPRESS LIMITED,Chicalim_Goa
BlinkIT,HR11 - LORPL,LLIMR02,Seasonal,,,,,,,
BlinkIT,HR11 - LORPL,LLEK60,SHA,DN-25-26-83853,08-09-25,LLEK60,74,0.59052,DTDC EXPRESS LIMITED,Ranchi_Jharkhand
BlinkIT,HR11 - LORPL,EDMT05,Edel,DN-25-26-84428,10-09-25,EDMT05,114,0.035112,DTDC EXPRESS LIMITED,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,EDMS04,Edel,DN-25-26-84428,10-09-25,EDMS04,14,0.0009282,DTDC EXPRESS LIMITED,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,EDMS02,Edel,DN-25-26-84428,10-09-25,EDMS02,72,0.034884,DTDC EXPRESS LIMITED,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,EDMS01,Edel,DN-25-26-84428,10-09-25,EDMS01,60,0.02907,DTDC EXPRESS LIMITED,Hapur_Uttar Pradesh
